Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Rural population (% of total population),SP.RUR.TOTL.ZS,"Bahamas, The",BHS,20.162,17.993,17.573,17.524,17.468,17.404,17.332,17.254,17.168,17.075,16.975,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Bahrain,BHR,11.86,11.628,11.366,11.305,11.238,11.165,11.085,11.001,10.91,10.814,10.713,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Bangladesh,BGD,80.189,76.41,69.538,68.775,68.007,67.238,66.465,65.692,64.917,64.142,63.368,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Barbados,BRB,62.63,66.173,68.13,68.3,68.447,68.571,68.672,68.751,68.807,68.841,68.853,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Belarus,BLR,34.019,30.027,25.328,24.812,24.303,23.801,23.307,22.819,22.339,21.866,21.405,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Belgium,BEL,3.623,2.871,2.349,2.30200000000001,2.256,2.211,2.167,2.124,2.081,2.039,1.999,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Belize,BLZ,52.535,54.602,54.772,54.772,54.754,54.718,54.665,54.594,54.505,54.399,54.276,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Benin,BEN,65.515,61.667,56.907,56.392,55.875,55.358,54.834,54.305,53.771,53.232,52.688,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Bhutan,BTN,83.612,74.582,65.207,64.415,63.629,62.851,62.082,61.322,60.572,59.833,59.105,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Bolivia,BOL,44.423,38.213,33.57,33.126,32.685,32.301,31.953,31.607,31.262,30.92,30.575,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Bosnia and Herzegovina,BIH,60.751,57.616,54.442,54.122,53.801,53.481,53.16,52.827,52.482,52.124,51.755,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Botswana,BWA,58.067,46.781,37.588,36.135,35.232,34.428,33.632,32.845,32.067,31.3,30.554,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Brazil,BRA,26.078,18.808,15.665,15.369,15.077,14.791,14.508,14.23,13.958,13.691,13.431,..
Rural population (% of total population),SP.RUR.TOTL.ZS,British Virgin Islands,VGB,62.186,58.226,55.186,54.846,54.498,54.144,53.784,53.417,53.043,52.663,52.277,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Brunei Darussalam,BRN,33.562,28.836,25.039,24.69,24.344,24.003,23.668,23.337,23.01,22.688,22.371,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Bulgaria,BGR,33.623,31.101,27.698,27.362,27.025,26.687,26.349,26.01,25.671,25.331,24.992,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Burkina Faso,BFA,86.185,82.156,75.367,74.804,74.233,73.654,73.066,72.47,71.866,71.257,70.642,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Burundi,BDI,93.729,91.754,89.358,89.085,88.806,88.518,88.224,87.922,87.612,87.294,86.968,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Cabo Verde,CPV,55.88,46.565,38.179,37.678,37.179,36.683,36.19,35.7,35.216,34.739,34.268,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Cambodia,KHM,84.454,81.414,79.706,79.337,78.963,78.585,78.201,77.812,77.418,77.02,76.612,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Cameroon,CMR,60.343,54.458,48.441,47.836,47.231,46.627,46.024,45.422,44.821,44.223,43.626,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Canada,CAN,23.418,20.522,19.063,18.904,18.863,18.822,18.782,18.741,18.7,18.65,18.589,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Cayman Islands,CYM,0,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Central African Republic,CAF,63.175,62.361,61.096,60.865,60.612,60.337,60.041,59.723,59.382,59.02,58.636,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Chad,TCD,79.189,78.363,78.015,77.946,77.858,77.752,77.628,77.485,77.323,77.142,76.941,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Channel Islands,CHI,68.608,69.535,68.946,68.909,68.941,68.973,69.005,69.038,69.07,69.086,69.086,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Chile,CHL,16.729,13.927,12.926,12.868,12.811,12.754,12.697,12.64,12.578,12.51,12.436,..
Rural population (% of total population),SP.RUR.TOTL.ZS,China,CHN,73.558,64.123,50.774,49.489,48.235,46.987,45.741,44.5,43.264,42.04,40.848,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Colombia,COL,30.519,26.043,22.036,21.665,21.299,20.939,20.585,20.236,19.892,19.554,19.222,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Comoros,COM,72.131,71.92,72.027,71.96,71.877,71.777,71.662,71.53,71.381,71.216,71.035,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Congo, Dem. Rep.",COD,69.367,64.878,59.987,59.456,58.918,58.373,57.82,57.26,56.693,56.12,55.54,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Congo, Rep.",COG,45.676,41.305,36.744,36.288,35.831,35.373,34.915,34.457,33.999,33.541,33.084,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Costa Rica,CRI,49.997,40.948,28.264,27.132,26.054,25.03,24.059,23.138,22.265,21.44,20.66,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Cote d'Ivoire,CIV,60.655,56.845,52.67,52.249,51.828,51.407,50.986,50.556,50.119,49.674,49.221,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Croatia,HRV,48.963,46.572,44.845,44.678,44.494,44.294,44.077,43.845,43.597,43.333,43.053,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Cuba,CUB,26.636,24.677,23.403,23.311,23.219,23.173,23.139,23.104,23.07,23.023,22.963,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Curacao,CUW,15.322,9.248,10.095,10.225,10.346,10.456,10.557,10.648,10.728,10.797,10.855,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Cyprus,CYP,33.224,31.352,32.449,32.594,32.739,32.863,32.969,33.054,33.119,33.164,33.19,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Czech Republic,CZE,24.78,26.012,26.745,26.815,26.803,26.71,26.616,26.523,26.43,26.325,26.208,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Denmark,DNK,15.157,14.9,13.205,13.043,12.858,12.708,12.59,12.474,12.358,12.243,12.126,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Djibouti,DJI,24.043,23.468,23.001,22.936,22.862,22.778,22.686,22.583,22.472,22.352,22.223,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Dominica,DMA,36.921,34.735,31.906,31.611,31.315,31.018,30.72,30.421,30.12,29.819,29.517,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Dominican Republic,DOM,44.774,38.247,26.247,25.173,24.198,23.251,22.33,21.434,20.564,19.723,18.926,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Ecuador,ECU,44.91,39.701,37.31,37.149,37.012,36.875,36.739,36.602,36.466,36.33,36.179,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Egypt, Arab Rep.",EGY,56.522,57.203,56.981,57,57.054,57.107,57.161,57.215,57.268,57.295,57.296,..
Rural population (% of total population),SP.RUR.TOTL.ZS,El Salvador,SLV,50.726,41.088,34.548,33.675,32.813,31.964,31.126,30.3,29.499,28.725,27.977,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Equatorial Guinea,GNQ,65.255,50.908,34.06,32.512,31,30.456,29.917,29.384,28.862,28.354,27.857,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Eritrea,ERI,81.095,73.413,64.825,64.229,..,..,..,..,..,..,..,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Estonia,EST,28.769,30.632,31.906,32.035,32.026,31.878,31.731,31.584,31.437,31.283,31.12,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Eswatini,SWZ,79.798,77.314,77.52,77.3,77.151,77.001,76.851,76.7,76.541,76.375,76.201,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Ethiopia,ETH,87.379,85.26,82.681,82.265,81.84,81.425,81.002,80.572,80.134,79.69,79.237,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Faroe Islands,FRO,69.406,63.663,59.074,58.912,58.775,58.637,58.499,58.362,58.223,58.086,57.936,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Fiji,FJI,58.389,52.092,47.829,47.317,46.804,46.294,45.784,45.274,44.765,44.258,43.752,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Finland,FIN,20.633,17.817,16.23,15.687,15.159,14.875,14.825,14.775,14.725,14.675,14.618,..
Rural population (% of total population),SP.RUR.TOTL.ZS,France,FRA,25.944,24.129,21.631,21.378,21.122,20.865,20.606,20.345,20.083,19.82,19.556,..
Rural population (% of total population),SP.RUR.TOTL.ZS,French Polynesia,PYF,42.148,43.953,39.683,39.111,38.541,38.417,38.367,38.317,38.266,38.216,38.166,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Gabon,GAB,30.857,21.121,14.467,13.908,13.366,12.844,12.349,11.882,11.441,11.024,10.63,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Gambia, The",GMB,61.688,52.132,44.338,43.616,42.895,42.18,41.472,40.772,40.082,39.401,38.73,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Georgia,GEO,44.962,47.362,44.465,44.081,43.697,43.315,42.933,42.552,42.163,41.769,41.368,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Germany,DEU,26.882,25.035,23.034,22.84,22.83,22.82,22.81,22.8,22.776,22.739,22.688,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Ghana,GHA,63.559,56.071,49.287,48.606,47.927,47.252,46.581,45.914,45.251,44.593,43.94,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Greece,GRC,28.533,27.284,23.708,23.351,22.996,22.645,22.298,21.954,21.613,21.276,20.942,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Greenland,GRL,20.302,18.4,15.617,15.245,14.8,14.449,14.187,13.929,13.674,13.426,13.184,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Grenada,GRD,66.573,64.302,64.135,64.141,64.131,64.104,64.062,64.003,63.928,63.836,63.728,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Guam,GUM,9.20399999999999,6.871,5.901,5.812,5.723,5.636,5.551,5.46599999999999,5.383,5.301,5.22,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Guatemala,GTM,58.008,54.668,51.597,51.299,51,50.689,50.366,50.029,49.681,49.32,48.946,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Guinea,GIN,71.974,69.131,66.322,66.034,65.745,65.455,65.164,64.859,64.54,64.207,63.86,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Guinea-Bissau,GNB,69.17,63.757,59.889,59.492,59.092,58.69,58.285,57.877,57.467,57.055,56.64,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Guyana,GUY,70.417,71.306,73.366,73.6,73.6,73.6,73.586,73.559,73.518,73.462,73.394,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Haiti,HTI,71.49,64.4,52.491,51.508,50.523,49.54,48.556,47.573,46.604,45.654,44.722,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Honduras,HND,59.54,54.542,48.115,47.457,46.798,46.142,45.486,44.835,44.187,43.543,42.904,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Hong Kong SAR, China",HKG,0.483000000000004,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Hungary,HUN,34.162,35.425,31.089,30.642,30.322,30.047,29.773,29.5,29.221,28.938,28.649,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Iceland,ISL,9.25,7.599,6.426,6.413,6.40000000000001,6.367,6.333,6.3,6.265,6.227,6.187,..
Rural population (% of total population),SP.RUR.TOTL.ZS,India,IND,74.453,72.333,69.07,68.724,68.366,67.997,67.616,67.223,66.818,66.4,65.97,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Indonesia,IDN,69.416,57.998,50.086,49.405,48.724,48.045,47.365,46.687,46.011,45.341,44.675,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Iran, Islamic Rep.",IRN,43.67,35.958,29.374,28.8,28.245,27.705,27.17,26.642,26.12,25.606,25.102,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Iraq,IRQ,30.294,31.504,30.897,30.732,30.568,30.405,30.242,30.079,29.906,29.722,29.527,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Ireland,IRL,43.071,40.845,38.458,38.258,38.058,37.859,37.66,37.462,37.263,37.053,36.83,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Isle of Man,IMN,48.254,48.177,48.006,47.988,47.954,47.904,47.838,47.755,47.657,47.542,47.412,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Israel,ISR,9.64100000000001,8.797,8.17400000000001,8.108,8.04000000000001,7.96899999999999,7.896,7.821,7.744,7.664,7.58199999999999,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Italy,ITA,33.274,32.778,31.673,31.556,31.316,31.021,30.728,30.435,30.145,29.856,29.562,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Jamaica,JAM,50.556,48.186,46.257,46.07,45.868,45.65,45.416,45.167,44.902,44.622,44.326,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Japan,JPN,22.661,21.351,9.188,8.931,8.852,8.774,8.696,8.619,8.54300000000001,8.465,8.384,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Jordan,JOR,26.709,21.73,13.912,12.828,11.815,10.875,10,9.744,9.494,9.253,9.021,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Kazakhstan,KAZ,43.734,43.902,43.173,43.1,43.027,42.954,42.882,42.809,42.736,42.664,42.572,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Kenya,KEN,83.252,80.108,76.429,76.031,75.624,75.206,74.779,74.342,73.895,73.438,72.97,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Kiribati,KIR,65.013,57.042,52.61,51.765,50.918,50.073,49.227,48.381,47.55,46.738,45.943,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Korea, Dem. People’s Rep.",PRK,41.616,40.588,39.623,39.443,39.262,39.082,38.902,38.723,38.529,38.322,38.101,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Korea, Rep.",KOR,26.156,20.379,18.064,18.077,18.149,18.221,18.293,18.366,18.438,18.497,18.541,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Kuwait,KWT,2.026,1,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Kyrgyz Republic,KGZ,62.223,64.702,64.694,64.648,64.577,64.483,64.365,64.223,64.056,63.865,63.649,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Lao PDR,LAO,84.563,78.023,69.936,69.34,68.736,68.128,67.513,66.892,66.264,65.632,64.996,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Latvia,LVA,30.75,31.933,32.159,32.131,32.103,32.075,32.048,32.02,31.979,31.925,31.858,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Lebanon,LBN,16.88,14,12.666,12.516,12.364,12.21,12.053,11.894,11.734,11.571,11.407,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Lesotho,LSO,86.033,80.452,75.202,74.69,74.296,73.899,73.498,73.092,72.683,72.27,71.847,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Liberia,LBR,44.578,55.669,52.187,51.807,51.417,51.015,50.603,50.18,49.746,49.303,48.849,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Libya,LBY,24.277,23.613,21.948,21.723,21.488,21.244,20.991,20.73,20.46,20.183,19.898,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Liechtenstein,LIE,83.072,84.87,85.536,85.59,85.633,85.666,85.687,85.697,85.697,85.685,85.662,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Lithuania,LTU,32.417,33.014,33.243,33.259,33.136,33.014,32.892,32.77,32.634,32.484,32.321,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Luxembourg,LUX,19.053,15.784,11.453,11.094,10.751,10.426,10.116,9.821,9.54000000000001,9.273,9.01900000000001,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Macao SAR, China",MAC,0.236999999999995,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Madagascar,MDG,76.434,72.879,68.062,67.42,66.773,66.122,65.466,64.807,64.144,63.478,62.809,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Malawi,MWI,88.44,85.39,84.456,84.328,84.188,84.034,83.868,83.687,83.494,83.286,83.063,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Malaysia,MYS,50.206,38.023,29.088,28.391,27.725,27.07,26.423,25.787,25.16,24.553,23.964,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Maldives,MDV,74.16,72.294,63.566,63.151,62.733,62.315,61.894,61.471,61.046,60.62,60.192,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Mali,MLI,76.678,71.644,64.001,63.201,62.401,61.602,60.804,60.009,59.217,58.428,57.644,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Malta,MLT,9.619,7.63200000000001,5.928,5.85899999999999,5.789,5.721,5.65300000000001,5.586,5.52,5.45399999999999,5.38800000000001,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Marshall Islands,MHL,34.946,31.42,26.432,25.962,25.502,25.054,24.616,24.189,23.772,23.366,22.969,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Mauritania,MRT,60.677,61.909,53.412,52.507,51.6,50.694,49.797,48.911,48.038,47.176,46.328,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Mauritius,MUS,56.1,57.33,58.445,58.556,58.668,58.778,58.889,59,59.09,59.159,59.207,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Mexico,MEX,28.581,25.278,22.185,21.889,21.595,21.301,21.007,20.715,20.423,20.133,19.844,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,74.182,77.67,77.702,77.695,77.676,77.645,77.601,77.544,77.474,77.392,77.297,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Moldova,MDA,53.238,55.411,57.38,57.411,57.442,57.473,57.504,57.51,57.489,57.443,57.371,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Monaco,MCO,0,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Mongolia,MNG,42.967,42.867,32.433,32.037,31.97,31.903,31.837,31.77,31.703,31.637,31.555,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Montenegro,MNE,51.963,41.456,35.86,35.528,35.196,34.863,34.529,34.194,33.859,33.523,33.187,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Morocco,MAR,51.609,46.665,41.982,41.419,40.858,40.3,39.744,39.191,38.64,38.092,37.547,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Mozambique,MOZ,75,70.902,68.17,67.664,67.154,66.64,66.122,65.6,65.074,64.545,64.012,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Myanmar,MMR,74.757,72.975,71.115,70.925,70.734,70.543,70.35,70.142,69.918,69.678,69.421,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Namibia,NAM,72.344,67.627,58.384,57.363,56.307,55.244,54.174,53.1,52.039,50.995,49.968,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Nepal,NPL,91.146,86.603,83.232,82.892,82.542,82.185,81.818,81.443,81.058,80.664,80.26,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Netherlands,NLD,31.316,23.205,12.866,12.121,11.412,10.813,10.31,9.827,9.36499999999999,8.923,8.51000000000001,..
Rural population (% of total population),SP.RUR.TOTL.ZS,New Caledonia,NCL,40.423,38.081,32.898,32.435,31.976,31.521,31.069,30.621,30.179,29.744,29.317,..
Rural population (% of total population),SP.RUR.TOTL.ZS,New Zealand,NZL,15.258,13.979,13.84,13.9,13.839,13.779,13.719,13.659,13.6,13.534,13.462,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Nicaragua,NIC,46.925,44.815,43.083,42.887,42.691,42.495,42.3,42.105,41.91,41.701,41.478,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Niger,NER,84.632,83.814,83.779,83.784,83.788,83.792,83.781,83.753,83.71,83.65,83.575,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Nigeria,NGA,70.32,65.16,56.52,55.634,54.754,53.882,53.018,52.162,51.317,50.481,49.656,..
Rural population (% of total population),SP.RUR.TOTL.ZS,North Macedonia,MKD,42.211,41.452,42.911,42.908,42.875,42.811,42.716,42.592,42.437,42.252,42.037,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Northern Mariana Islands,MNP,10.269,9.848,9.051,8.97199999999999,8.892,8.81,8.727,8.643,8.557,8.47,8.38200000000001,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Norway,NOR,28.044,23.98,20.898,20.545,20.126,19.714,19.308,18.909,18.515,18.129,17.752,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Oman,OMN,33.898,28.431,24.839,23.817,22.436,21.118,19.855,18.65,17.5,16.44,15.461,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Pakistan,PAK,69.424,67.018,65.003,64.798,64.592,64.387,64.181,63.974,63.766,63.558,63.334,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Palau,PLW,30.407,29.662,25.183,24.489,23.806,23.138,22.483,21.841,21.225,20.635,20.07,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Panama,PAN,46.097,37.802,34.86,34.563,34.259,33.948,33.629,33.304,32.973,32.635,32.291,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Papua New Guinea,PNG,85.006,86.796,86.981,87,87.018,87.022,87.012,86.988,86.95,86.898,86.831,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Paraguay,PRY,51.306,44.669,40.739,40.416,40.093,39.803,39.526,39.25,38.974,38.7,38.415,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Peru,PER,31.099,26.958,23.57,23.383,23.196,23.011,22.827,22.643,22.461,22.28,22.093,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Philippines,PHL,53.014,53.865,54.668,54.478,54.288,54.097,53.907,53.716,53.525,53.318,53.093,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Poland,POL,38.73,38.284,39.108,39.22,39.346,39.471,39.597,39.722,39.822,39.895,39.942,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Portugal,PRT,52.085,45.601,39.433,38.833,38.237,37.648,37.064,36.486,35.914,35.348,34.789,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Puerto Rico,PRI,7.05800000000001,5.613,6.175,6.227,6.274,6.31399999999999,6.349,6.376,6.398,6.413,6.422,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Qatar,QAT,7.214,3.68899999999999,1.499,1.398,1.303,1.215,1.13200000000001,1.05500000000001,0.984999999999999,0.921999999999997,0.864999999999995,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Romania,ROU,46.783,46.996,46.171,46.04,46.026,46.063,46.1,46.113,46.1,46.064,46.002,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Russian Federation,RUS,26.606,26.65,26.313,26.268,26.209,26.137,26.05,25.95,25.836,25.708,25.567,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Rwanda,RWA,94.584,85.074,83.066,83.062,83.057,83.053,83.033,82.996,82.944,82.875,82.789,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Samoa,WSM,78.8,78.023,79.922,80.143,80.376,80.615,80.851,81.086,81.319,81.548,81.757,..
Rural population (% of total population),SP.RUR.TOTL.ZS,San Marino,SMR,9.59999999999999,6.56,4.26000000000001,4.039,3.82899999999999,3.63,3.441,3.261,3.09,2.928,2.774,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sao Tome and Principe,STP,56.352,46.576,35.048,33.936,32.84,31.792,30.787,29.826,28.908,28.032,27.197,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Saudi Arabia,SAU,23.417,20.152,17.916,17.698,17.48,17.26,17.04,16.82,16.599,16.378,16.156,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Senegal,SEN,61.104,59.68,56.227,55.812,55.397,54.981,54.564,54.138,53.704,53.26,52.808,..
